Timestamp,Line,Event_Type,Downtime_Hours,Output_Units,Good_Units,Operator,Shift
2024-12-23 16:37:00,L9,Quality stop,2.15,7650,6584,Diya,  Day 
2024-01-17 21:35:00,L9,No issue,0.0,5956,5111,Asha,day
2024-02-24 13:03:00,P1,No issue,0.0,6563,5757,Diya,day
2024-12-12 13:25:00,P1,No issue,0.0,3312,2855,Asha,Day
2024-12-24 08:36:00,L8,Changeover,0.47,11784,11533,Chen,Night
2024-12-02 11:44:00,L8,No issue,0.0,2892,2587,Asha,Night
2024-02-16 22:23:00,T2,Breakdown,0.77,8381,7509,Asha,  Day 
2024-10-07 11:06:00,L9,Breakdown,0.32,4928,4456,Asha,Day
2024-01-14 08:42:00,T1,No issue,0.0,5051,4441,Diya,  Day 
2024-09-26 18:46:00,L9,Quality stop,1.69,450,392,Diya,day
2024-10-29 16:45:00,P1,Breakdown,1.13,3877,3820,Chen,day
2024-03-07 17:35:00,T1,Breakdown,1.46,8801,8118,,Day
2024-06-09 00:33:00,L9,Breakdown,0.07,7992,7269,Ben,Day
2024-09-28 20:57:00,T1,No issue,0.0,10528,9657,Chen,NIGHT
2024-11-17 12:40:00,P1,No issue,0.0,1981,1736,Chen,Day
2024-05-30 15:00:00,T2,Changeover,0.54,6811,6513,Asha,day
2024-07-06 05:02:00,T2,No issue,0.0,4664,4362,Evan,NIGHT
2024-11-11 21:34:00,T2,No issue,0.0,2726,2494,Diya,Day
2024-01-18 14:47:00,L8,PM,0.74,7962,7142,Ben,  Day 
2024-10-01 14:55:00,T1,No issue,0.0,212,187,Chen,NIGHT
2024-10-13 11:20:00,P1,No issue,0.0,7428,6556,Chen,  Day 
2024-07-16 19:43:00,L9,Breakdown,2.48,2179,2150,Evan,Night
2024-12-09 22:51:00,T1,No issue,0.0,4581,3954,Diya,  Day 
2024-03-26 05:08:00,P1,Breakdown,0.27,7082,6242,Ben,Night
2024-11-15 20:17:00,L9,Changeover,2.55,2735,2461,Chen,  Day 
2024-03-05 17:50:00,T2,Breakdown,1.62,786,735,Evan,  Day 
2024-10-13 05:47:00,P1,Breakdown,1.17,10634,10156,Chen,Day
2024-08-22 21:56:00,L9,PM,3.13,4342,4136,Diya,  Day 
2024-09-22 05:51:00,L9,PM,1.14,4715,4323,Diya,NIGHT
2024-05-18 08:03:00,L9,No issue,0.0,10547,10068,Asha,  Day 
2024-01-08 05:41:00,T1,No issue,0.0,11067,10618,Asha,NIGHT
2024-03-25 23:39:00,P1,No issue,0.0,1154,1105,Evan,NIGHT
2024-03-16 05:41:00,T2,No issue,0.0,4512,3904,Evan,  Day 
2024-01-21 21:05:00,L9,PM,1.15,6905,6163,Diya,NIGHT
2024-09-05 01:26:00,L8,Breakdown,0.98,6124,5388,Diya,day
2024-07-16 16:12:00,P1,PM,0.33,6760,6582,Evan,day
2024-07-12 02:15:00,T2,Breakdown,2.25,5507,4968,Ben,NIGHT
2024-02-21 02:03:00,T1,No issue,0.0,8166,7646,Evan,day
2024-03-11 03:02:00,L8,No issue,0.0,4947,4284,Chen,Night
2024-01-17 06:20:00,T2,Changeover,1.92,9683,9228,Asha,day
2024-08-10 18:06:00,T1,Quality stop,1.31,11456,10952,Chen,day
2024-09-07 14:35:00,L8,No issue,0.0,10997,10465,Chen,Day
2024-02-23 16:15:00,L9,No issue,0.0,3991,3788,Asha,  Day 
2024-07-03 09:23:00,L9,Quality stop,0.89,732,650,Asha,Day
2024-09-11 19:16:00,T2,No issue,0.0,2278,2094,Ben,Day
2024-08-25 10:56:00,T2,No issue,0.0,770,766,Evan,Day
2024-05-05 15:25:00,L9,No issue,0.0,1174,1043,Evan,Day
2024-12-15 05:24:00,P1,No issue,0.0,838,790,Chen,  Day 
2024-11-23 19:13:00,T1,No issue,0.0,2044,1838,Evan,Day
2024-02-18 07:53:00,T2,Breakdown,4.02,930,874,Asha,Day
2024-02-07 14:40:00,P1,PM,0.91,8376,7753,Asha,day
2024-01-02 12:48:00,L8,Changeover,1.19,4177,4118,Ben,Day
2024-05-02 00:30:00,T1,PM,4.69,6894,6708,Asha,Night
2024-08-20 11:43:00,L8,No issue,0.0,3508,3157,Asha,  Day 
2024-06-07 17:41:00,T1,PM,1.13,8947,8722,Asha,Day
2024-01-02 20:18:00,L9,Quality stop,1.66,6366,5588,Ben,NIGHT
2024-09-15 16:43:00,L8,Breakdown,1.41,3023,2779,Asha,Night
2024-08-23 02:20:00,T2,PM,1.27,705,661,Asha,Day
2024-06-22 04:23:00,T2,No issue,0.0,3103,2853,Asha,  Day 
2024-06-17 01:23:00,L8,No issue,0.0,11389,9753,Asha,NIGHT
2024-03-31 13:20:00,P1,Changeover,1.15,2212,1891,Ben,  Day 
2024-09-18 17:39:00,L9,Changeover,1.18,2842,2513,,  Day 
2024-02-19 04:07:00,T1,No issue,0.0,2067,1918,Ben,Night
2024-10-04 22:26:00,P1,No issue,0.0,6303,5579,Chen,Night
2024-05-09 12:10:00,T2,Breakdown,0.6,3253,3057,Evan,Day
2024-04-25 14:57:00,L9,No issue,0.0,1986,1782,Asha,day
2024-12-05 14:33:00,L8,No issue,0.0,5992,5227,Asha,NIGHT
2024-12-06 17:33:00,L8,PM,1.63,11190,10526,Evan,Day
2024-04-01 16:52:00,T1,PM,0.84,3690,3492,Diya,day
2024-03-13 17:24:00,T1,No issue,0.0,10905,10405,Diya,NIGHT
2024-07-06 07:22:00,T1,No issue,0.0,698,638,Chen,day
2024-03-31 06:31:00,L9,No issue,0.0,442,393,Ben,day
2024-02-03 14:54:00,T2,PM,0.56,844,786,Ben,NIGHT
2024-05-06 01:13:00,T2,Breakdown,0.64,6654,6320,Chen,NIGHT
2024-02-13 16:15:00,T2,PM,0.49,10167,9878,Evan,Night
2024-07-26 07:15:00,T1,No issue,0.0,6070,5747,Evan,  Day 
2024-12-29 14:18:00,P1,No issue,0.0,4432,4201,Asha,  Day 
2024-03-16 10:20:00,T2,Quality stop,0.24,2395,2152,Ben,  Day 
2024-09-16 07:08:00,L9,Breakdown,2.18,8429,7647,Diya,Night
2024-07-11 21:59:00,L9,Changeover,1.65,6198,5499,Evan,NIGHT
2024-05-01 13:22:00,T1,No issue,0.0,2457,2304,Ben,Day
2024-01-10 09:15:00,T2,No issue,0.0,11473,9899,Ben,day
2024-06-13 15:18:00,L9,No issue,0.0,6436,5983,Asha,day
2024-09-04 03:24:00,T2,No issue,0.0,8842,7628,Diya,NIGHT
2024-08-06 10:18:00,L8,PM,0.17,1966,1705,Chen,  Day 
2024-07-01 06:50:00,L8,No issue,0.0,5996,5718,Ben,day
2024-07-19 07:13:00,P1,Changeover,1.48,1287,1258,Diya,NIGHT
2024-06-27 00:35:00,L9,Breakdown,0.71,9259,8175,Asha,day
2024-08-21 13:27:00,T2,No issue,0.0,6297,5590,Asha,  Day 
2024-07-05 03:55:00,L8,No issue,0.0,4243,3946,Chen,day
2024-05-18 10:01:00,T1,Changeover,0.73,1968,1855,Asha,  Day 
2024-09-13 05:59:00,L8,PM,0.29,753,740,Chen,NIGHT
2024-09-14 10:18:00,P1,Breakdown,1.09,7920,6816,Chen,Night
2024-07-27 09:59:00,L8,PM,0.55,6111,5441,Diya,  Day 
2024-03-20 03:37:00,T1,PM,0.99,398,395,,Night
2024-06-27 18:48:00,T1,Changeover,1.26,7707,6841,Evan,NIGHT
2024-07-21 13:20:00,L9,No issue,0.0,4927,4780,Asha,day
2024-12-07 22:24:00,P1,PM,0.86,9639,9043,Evan,NIGHT
2024-03-27 09:50:00,P1,Changeover,0.87,11378,10758,Evan,day
2024-04-01 08:42:00,T1,Quality stop,2.56,1906,1749,,  Day 
2024-06-24 14:33:00,L8,PM,0.48,17,16,Chen,Day
2024-12-10 06:13:00,L8,No issue,0.0,10850,10584,,day
2024-03-30 20:44:00,P1,Breakdown,2.54,7588,7135,Ben,  Day 
2024-01-14 04:35:00,P1,PM,0.46,4275,3947,Evan,Day
2024-04-24 10:57:00,T1,PM,0.98,7213,7181,Ben,  Day 
2024-07-30 07:38:00,P1,Changeover,1.71,10583,10393,Ben,  Day 
2024-12-24 16:14:00,L9,No issue,0.0,5245,4482,Asha,NIGHT
2024-08-13 04:53:00,T1,No issue,0.0,7211,6687,Evan,Day
2024-10-23 19:55:00,T1,No issue,0.0,768,666,Ben,NIGHT
2024-02-16 07:21:00,L9,PM,2.22,892,812,Chen,Night
2024-04-26 00:08:00,L8,No issue,0.0,3649,3640,Chen,  Day 
2024-05-29 19:15:00,T1,Breakdown,2.58,9011,8961,Ben,Day
2024-01-03 21:43:00,T2,PM,2.14,717,707,Evan,  Day 
2024-07-26 13:18:00,T1,No issue,0.0,7082,6316,Evan,Night
2024-10-24 14:53:00,T1,No issue,0.0,7976,7804,Ben,Day
2024-06-14 04:48:00,L8,Quality stop,1.92,1428,1375,Ben,Day
2024-02-04 14:23:00,T2,Quality stop,0.41,10611,10406,Ben,  Day 
2024-02-22 08:14:00,T1,No issue,0.0,8916,7600,Diya,Night
2024-02-06 03:46:00,L8,No issue,0.0,10250,9281,,Night
2024-05-22 09:15:00,P1,Breakdown,4.22,4512,4289,,Night
2024-06-22 00:54:00,L8,Breakdown,0.81,2553,2318,Asha,  Day 
2024-03-26 07:03:00,T2,Breakdown,0.26,2648,2425,Chen,  Day 
2024-06-05 20:32:00,L8,No issue,0.0,4078,3597,Evan,Night
2024-09-27 11:56:00,L9,No issue,0.0,6802,6054,Diya,NIGHT
2024-11-03 16:25:00,L8,Changeover,2.2,8010,7154,Asha,Night
2024-11-11 06:26:00,T2,PM,0.53,8283,7982,Ben,day
2024-12-23 14:43:00,P1,Changeover,0.69,812,808,Diya,  Day 
2024-06-13 15:43:00,T2,Changeover,1.58,3795,3603,Ben,Day
2024-06-27 22:02:00,T2,No issue,0.0,5179,4524,Asha,day
2024-04-15 16:03:00,T2,PM,0.51,423,408,Asha,Night
2024-10-02 06:56:00,T2,No issue,0.0,11036,9779,Diya,day
2024-02-04 12:34:00,L9,PM,0.95,2465,2372,Diya,NIGHT
2024-01-28 08:40:00,L8,No issue,0.0,6384,5623,Ben,day
2024-05-01 06:15:00,T2,Breakdown,1.21,5819,5461,Diya,  Day 
2024-09-07 18:04:00,P1,No issue,0.0,8836,7542,,Day
2024-08-28 14:13:00,T1,Quality stop,2.82,1122,1084,Asha,Night
2024-07-16 04:55:00,T1,No issue,0.0,5776,5049,Ben,Day
2024-04-24 23:05:00,T1,No issue,0.0,8871,8449,Ben,Day
2024-06-13 21:25:00,L9,No issue,0.0,5928,5147,Asha,Day
2024-09-22 11:19:00,T2,Quality stop,2.76,4274,3658,Diya,NIGHT
2024-11-02 00:00:00,P1,No issue,0.0,5171,4889,Chen,NIGHT
2024-04-12 16:37:00,T1,Quality stop,0.92,3965,3670,Chen,Night
2024-12-27 02:07:00,P1,No issue,0.0,4185,3949,Ben,Night
2024-12-22 06:59:00,T2,PM,1.43,8338,7138,Ben,  Day 
2024-03-25 14:04:00,L8,Changeover,0.51,11613,10473,Evan,  Day 
2024-04-07 01:49:00,L9,No issue,0.0,1080,930,Chen,NIGHT
2024-03-08 12:00:00,L8,No issue,0.0,3354,2885,Asha,  Day 
2024-12-02 21:56:00,L8,Breakdown,1.63,2706,2684,Chen,  Day 
2024-02-05 01:03:00,L8,Breakdown,1.56,4627,4212,,day
2024-05-25 21:22:00,P1,No issue,0.0,8905,8173,Asha,day
2024-11-20 12:50:00,L8,No issue,0.0,3790,3355,Ben,Day
2024-06-18 11:36:00,P1,PM,1.66,4869,4505,Ben,NIGHT
2024-05-24 15:07:00,L9,No issue,0.0,6723,6395,Ben,Day
2024-07-19 08:18:00,L9,No issue,0.0,5016,4454,Chen,  Day 
2024-03-16 11:57:00,L9,Breakdown,3.01,4294,3892,Asha,Day
2024-07-11 03:31:00,P1,No issue,0.0,6382,6260,Asha,Day
2024-01-26 01:14:00,T2,No issue,0.0,8756,8114,Asha,  Day 
2024-01-27 17:48:00,L8,No issue,0.0,7336,7119,Asha,Day
2024-11-06 09:58:00,T2,PM,1.98,10669,9116,Diya,day
2024-07-24 23:47:00,L8,Changeover,3.03,1576,1459,Ben,Night
2024-04-09 12:20:00,T2,No issue,0.0,6980,6140,Ben,NIGHT
2024-02-04 22:55:00,P1,No issue,0.0,86,81,Evan,NIGHT
2024-02-15 13:46:00,T1,Changeover,0.59,3898,3840,Evan,  Day 
2024-10-06 20:54:00,T1,Breakdown,0.87,3468,3061,Diya,  Day 
2024-11-22 08:42:00,P1,Changeover,0.94,760,672,Chen,Night
2024-03-01 14:34:00,L9,PM,1.05,9715,9428,Asha,Night
2024-01-03 01:58:00,T2,Quality stop,2.15,8250,7383,Diya,  Day 
2024-07-11 00:28:00,T1,Breakdown,1.08,2826,2533,Evan,day
2024-06-14 07:01:00,P1,Breakdown,1.13,2423,2410,Chen,Day
2024-11-27 09:06:00,T1,No issue,0.0,11405,11206,Ben,Night
2024-01-11 04:53:00,T2,PM,0.51,5119,4582,Chen,NIGHT
2024-12-19 05:03:00,T2,No issue,0.0,3536,3067,Chen,day
2024-02-01 21:08:00,L8,Breakdown,1.54,4739,4452,,Day
2024-04-20 14:57:00,T2,No issue,0.0,9343,9103,,NIGHT
2024-06-15 03:25:00,L8,Breakdown,1.5,6120,6080,Diya,Night
2024-08-25 12:01:00,L9,No issue,0.0,7707,7636,,day
2024-04-16 04:12:00,P1,No issue,0.0,2105,2045,Chen,NIGHT
2024-09-02 08:01:00,P1,PM,0.92,459,448,Evan,Day
2024-02-17 10:37:00,T1,PM,3.9,3221,3002,Ben,Day
2024-09-28 08:56:00,L9,No issue,0.0,9713,8456,Asha,NIGHT
2024-05-31 19:48:00,L8,No issue,0.0,5518,4921,Ben,Day
2024-11-30 02:17:00,P1,PM,0.9,11050,9474,Evan,Night
2024-10-04 22:48:00,T2,PM,0.92,7494,6437,Asha,Day
2024-02-21 20:21:00,T1,No issue,0.0,9726,9403,Asha,Day
2024-03-15 10:23:00,T1,Changeover,0.57,6755,6129,Diya,Night
2024-04-07 20:13:00,L8,PM,0.65,8465,7970,Asha,NIGHT
2024-07-30 15:56:00,P1,No issue,0.0,1003,940,Ben,NIGHT
2024-01-08 21:06:00,L8,No issue,0.0,2081,2010,Chen,  Day 
2024-01-30 00:50:00,L9,No issue,0.0,10899,10435,,day
2024-04-09 16:55:00,T1,Changeover,3.7,6759,5769,Chen,Day
2024-07-12 07:41:00,L8,PM,1.73,2665,2450,Chen,NIGHT
2024-04-22 19:44:00,T2,PM,3.66,8942,8253,Diya,NIGHT
2024-02-28 03:18:00,L8,No issue,0.0,10541,9124,Ben,NIGHT
2024-12-29 05:43:00,L8,Breakdown,4.95,1661,1533,Asha,day
2024-05-27 06:38:00,T1,No issue,0.0,3777,3718,Ben,  Day 
2024-02-19 12:43:00,T1,Breakdown,1.24,7417,7058,Asha,  Day 
2024-08-03 21:05:00,T1,No issue,0.0,11057,10270,Diya,  Day 
2024-04-03 19:37:00,P1,No issue,0.0,9495,8394,Diya,Day
2024-12-08 19:24:00,P1,Breakdown,0.69,6242,5580,Diya,Day
2024-12-20 08:58:00,L8,No issue,0.0,7194,6513,Ben,NIGHT
2024-06-23 02:23:00,P1,No issue,0.0,8581,8142,Diya,NIGHT
2024-01-25 02:30:00,T2,No issue,0.0,3074,2735,Ben,NIGHT
2024-08-26 04:39:00,T2,Breakdown,1.19,1353,1174,Ben,  Day 
2024-07-23 15:51:00,T1,No issue,0.0,9745,8560,Chen,  Day 
2024-06-16 21:18:00,T1,No issue,0.0,5891,5501,Asha,  Day 
2024-08-24 11:52:00,L8,No issue,0.0,6135,5951,Diya,  Day 
2024-10-22 04:38:00,P1,Breakdown,1.12,8094,7100,Ben,NIGHT
2024-10-10 23:43:00,T2,Breakdown,2.02,1944,1899,Chen,  Day 
2024-05-18 00:15:00,P1,No issue,0.0,4179,3744,Asha,  Day 
2024-06-12 03:20:00,T2,Quality stop,3.69,4359,3840,Diya,day
2024-08-10 05:47:00,P1,Breakdown,0.2,5405,5063,Ben,Night
2024-05-05 21:37:00,P1,PM,3.75,11514,10622,Evan,Day
2024-10-12 11:29:00,T2,No issue,0.0,3777,3551,Diya,Night
2024-12-08 22:21:00,T2,PM,2.5,8657,8419,Asha,Day
2024-04-08 13:21:00,P1,Quality stop,1.72,2005,1749,Diya,  Day 
2024-08-16 19:23:00,P1,No issue,0.0,527,519,Chen,NIGHT
2024-11-14 18:05:00,T2,Breakdown,0.44,6822,6579,Chen,Day
2024-10-18 15:24:00,L9,Breakdown,0.27,7317,6747,,day
2024-12-06 02:49:00,T2,No issue,0.0,6705,6662,Chen,day
2024-02-01 06:01:00,L9,No issue,0.0,5961,5654,Asha,NIGHT
2024-09-04 08:49:00,T1,PM,0.5,10663,10350,Ben,Day
2024-01-04 01:50:00,L8,Quality stop,0.54,6789,6656,Evan,Night
2024-12-27 15:06:00,T2,No issue,0.0,5039,4874,Ben,NIGHT
2024-05-24 04:45:00,L8,Breakdown,1.31,2982,2538,Ben,NIGHT
2024-12-04 07:29:00,L8,PM,1.28,2849,2647,Ben,  Day 
2024-04-23 03:43:00,L9,Breakdown,1.52,6457,5682,Ben,  Day 
2024-06-17 05:40:00,T1,PM,0.65,9971,9925,Diya,NIGHT
2024-05-03 12:27:00,L8,No issue,0.0,11878,11462,Asha,Day
2024-09-24 19:28:00,P1,PM,0.44,1250,1087,,  Day 
2024-07-16 21:07:00,L8,No issue,0.0,10971,10075,Evan,day
2024-12-04 13:35:00,P1,PM,0.52,5904,5293,Diya,day
2024-06-13 03:17:00,L8,Changeover,1.03,441,414,Evan,Day
2024-11-17 04:34:00,P1,Breakdown,2.33,344,325,Evan,Night
2024-06-18 13:08:00,P1,No issue,0.0,9933,9187,Diya,  Day 
2024-01-20 13:21:00,P1,PM,0.69,2459,2436,Ben,Day
2024-12-24 19:58:00,L8,No issue,0.0,10915,9570,Evan,  Day 
2024-11-28 16:23:00,T2,Quality stop,0.65,3471,3283,Chen,NIGHT
2024-09-19 23:27:00,T1,No issue,0.0,5410,5162,Ben,  Day 
2024-03-01 04:03:00,T1,Breakdown,1.34,11832,11593,Ben,Night
2024-03-19 21:44:00,T2,No issue,0.0,4073,4070,Diya,  Day 
2024-09-09 20:31:00,P1,Breakdown,0.74,6406,5935,Diya,NIGHT
2024-11-16 03:27:00,L8,Changeover,0.55,1836,1598,Asha,day
2024-11-08 11:58:00,L8,No issue,0.0,5662,5123,Chen,NIGHT
2024-04-09 21:28:00,L8,No issue,0.0,3594,3256,Ben,NIGHT
2024-05-18 20:39:00,L8,Quality stop,0.24,10983,10377,Ben,Night
2024-09-06 23:26:00,P1,Breakdown,1.82,7697,6755,Ben,NIGHT
2024-06-18 20:40:00,P1,Breakdown,0.23,5385,4849,Ben,day
2024-01-11 21:21:00,T1,Changeover,1.32,8548,7646,Diya,day
2024-07-21 23:32:00,P1,No issue,0.0,561,550,Evan,Night
2024-05-24 12:43:00,T2,No issue,0.0,1511,1470,Ben,NIGHT
2024-12-05 03:59:00,L9,Breakdown,1.3,4623,4590,Chen,Day
2024-09-27 13:59:00,P1,No issue,0.0,8929,8651,Diya,  Day 
2024-05-31 13:44:00,L8,Breakdown,1.23,8109,6925,Diya,NIGHT
2024-05-11 22:27:00,T1,Breakdown,3.93,217,207,Asha,day
2024-03-12 03:03:00,T2,Changeover,0.26,1050,1025,Chen,NIGHT
2024-06-14 05:34:00,T1,No issue,0.0,5736,4997,Evan,NIGHT
2024-05-16 19:22:00,L9,Quality stop,0.91,5323,4697,Ben,day
2024-11-30 19:29:00,L8,Changeover,1.22,5785,5352,Asha,Night
2024-04-23 05:17:00,L9,Changeover,0.93,3337,2887,Asha,NIGHT
2024-07-25 06:07:00,T1,Breakdown,0.83,4284,4081,Chen,Day
2024-10-19 11:43:00,L8,No issue,0.0,8373,8272,Diya,NIGHT
2024-08-20 16:31:00,L9,Changeover,2.37,1186,1065,Chen,  Day 
2024-02-20 15:27:00,L9,Changeover,0.72,2388,2151,Evan,  Day 
2024-04-04 15:35:00,L8,Quality stop,0.88,4797,4437,Evan,Day
2024-12-10 04:46:00,T2,Breakdown,0.34,6971,6440,Diya,day
2024-10-13 16:58:00,P1,Quality stop,1.18,3698,3163,Diya,NIGHT
2024-10-03 10:13:00,L8,Breakdown,0.47,7388,6407,Chen,day
2024-03-02 16:06:00,L9,No issue,0.0,407,350,Ben,NIGHT
2024-10-16 06:47:00,P1,Breakdown,0.23,7657,6694,Chen,NIGHT
2024-11-02 06:41:00,L8,Quality stop,0.85,4691,4067,Chen,day
2024-04-21 22:22:00,P1,Breakdown,0.57,4976,4489,Evan,Night
2024-04-26 19:48:00,P1,Changeover,0.63,4421,3897,,Night
2024-08-19 21:07:00,T2,Breakdown,0.46,2860,2624,Asha,Night
2024-07-22 21:15:00,P1,Quality stop,1.54,11598,10696,Asha,NIGHT
2024-10-31 04:50:00,P1,No issue,0.0,8530,7929,Chen,Night
2024-04-20 22:36:00, p1 ,PM,0.97,711,696,Asha,Night
2024-08-26 09:24:00,T1,PM,1.72,5266,5145,Asha,day
2024-01-28 20:41:00,L9,No issue,0.0,1832,1728,Asha,NIGHT
2024-04-25 13:23:00,T2,No issue,0.0,3862,3383,Ben,day
2024-03-24 14:20:00,L8,PM,5.32,1211,1077,Diya,day
2024-06-27 05:23:00,P1,Quality stop,2.28,5269,5111,Evan,day
2024-08-30 18:01:00,L8,No issue,0.0,9795,9427,Ben,Day
2024-03-26 05:52:00,P1,PM,2.3,7229,6244,Ben,day
2024-10-26 12:35:00,T1,No issue,0.0,1235,1118,Diya,NIGHT
2024-04-02 23:47:00,L9,Breakdown,1.75,7937,7191,,NIGHT
2024-03-13 15:10:00,T2,Breakdown,1.61,9518,9059,Chen,day
2024-05-14 05:04:00,P1,Changeover,0.29,9041,8931,,day
2024-12-28 19:00:00,P1,PM,1.29,4280,3669,Ben,NIGHT
2024-10-21 16:19:00,L9,No issue,0.0,10655,10388,Diya,day
2024-09-30 10:17:00,P1,Changeover,0.79,7779,7376,Chen,  Day 
2024-07-19 20:25:00,T2,Breakdown,4.97,7549,6570,Ben,Day
2024-04-04 17:44:00,L9,Breakdown,0.29,11274,10843,Asha,  Day 
2024-06-07 16:46:00,T1,No issue,0.0,7399,7240,Ben,Day
2024-01-17 21:10:00,L9,Changeover,0.37,1240,1082,Ben,Night
2024-12-13 05:50:00,T2,No issue,0.0,2217,1948,Evan,Night
2024-04-15 11:23:00,P1,Breakdown,1.93,7586,7223,Asha,  Day 
2024-04-22 15:17:00,T2,No issue,0.0,11635,10396,Evan,NIGHT
2024-07-03 21:17:00,T2,No issue,0.0,5322,5074,Diya,Day
2024-06-22 21:36:00,P1,No issue,0.0,2640,2472,Chen,day
2024-06-27 23:13:00,T1,PM,0.46,4170,4033,Chen,  Day 
2024-12-12 23:37:00,L9,No issue,0.0,44,40,Ben,day
2024-08-27 08:55:00,T2,Breakdown,3.48,4062,3667,Chen,Day
2024-12-05 00:01:00,L9,No issue,0.0,4990,4792,Chen,Day
2024-04-12 12:47:00,P1,No issue,0.0,8664,8640,Ben,Night
2024-04-26 10:45:00,T1,Breakdown,9.66,4644,4403,Diya,  Day 
2024-11-18 13:33:00,L9,No issue,0.0,10035,9847,Ben,Day
2024-01-17 07:20:00,L8,No issue,0.0,8694,8162,Chen,  Day 
2024-01-23 12:33:00,L8,Breakdown,0.4,11843,11359,Asha,Day
2024-06-14 01:07:00,L9,Changeover,4.28,2258,2113,Ben,  Day 
2024-09-29 09:02:00,L9,No issue,0.0,4761,4468,Diya,day
2024-07-15 19:57:00,L9,PM,2.46,9857,9332,Chen,day
2024-10-05 05:57:00,L8,No issue,0.0,10006,9854,Chen,NIGHT
2024-01-12 02:45:00,L9,Breakdown,0.71,365,320,Ben,  Day 
2024-03-10 14:22:00,T2,No issue,0.0,2809,2776,Ben,day
2024-05-31 12:26:00,T2,PM,2.25,3176,3133,Evan,NIGHT
2024-07-18 01:24:00,L9,No issue,0.0,9732,8674,,  Day 
2024-04-09 07:45:00,T1,No issue,0.0,11764,10271,Evan,day
2024-11-13 17:02:00,T1,Changeover,1.1,5580,5346,Chen,day
2024-08-17 03:19:00,L9,Quality stop,999,7774,6990,Chen,  Day 
2024-05-21 18:34:00,P1,No issue,0.0,1276,1255,Ben,Night
2024-04-12 10:09:00,P1,No issue,0.0,7596,6531,,day
2024-10-10 07:08:00,L9,Quality stop,0.6,7017,6496,Evan,Day
2024-08-10 05:25:00,L8,No issue,0.0,4424,3947,Chen,Day
2024-01-26 04:00:00,T2,PM,2.48,5423,4760,Evan,day
2024-09-24 20:56:00,T2,No issue,0.0,9767,9023,Asha,Day
2024-10-12 08:21:00,P1,No issue,0.0,9029,8896,Ben,day
2024-09-15 21:08:00,T2,Quality stop,1.7,2614,2277,Ben,day
2024-10-14 04:21:00,T2,PM,1.32,10893,9720,Asha,Day
2024-10-24 12:32:00,L8,Breakdown,0.38,4680,4235,Diya,Night
2024-06-08 02:28:00,L8,Changeover,0.93,4457,4160,Diya,Day
2024-04-20 03:21:00,T1,No issue,0.0,8300,7421,Ben,NIGHT
2024-02-06 04:30:00,L8,PM,1.55,2540,2334,Chen,Night
2024-11-15 11:44:00,T2,No issue,0.0,11230,10730,Asha,Day
2024-09-14 19:00:00,T2,Breakdown,0.87,217,215,Diya,Night
2024-10-31 20:50:00,T2,No issue,0.0,7199,6197,Chen,  Day 
2024-11-21 02:34:00,T1,Changeover,2.07,2884,2671,Asha,Day
2024-08-15 04:45:00,P1,No issue,0.0,10762,10472,Diya,Day
2024-08-10 16:41:00,L9,No issue,0.0,10365,9625,Diya,  Day 
2024-12-10 04:50:00,T2,Breakdown,3.45,7940,7438,Evan,Day
2024-10-09 11:26:00,L9,Changeover,0.89,5840,5563,Chen,Day
2024-07-17 08:40:00,L9,Quality stop,2.03,1518,1447,Chen,  Day 
2024-09-18 01:52:00,T1,Changeover,1.1,8040,7817,Chen,  Day 
2024-01-07 12:34:00,P1,Quality stop,1.98,5874,5360,Ben,Night
2024-06-23 00:35:00,T2,No issue,0.0,6103,5967,Chen,Day
2024-10-14 17:22:00,L8,Breakdown,0.95,9393,9025,Ben,Night
2024-06-12 14:14:00,P1,No issue,0.0,7499,6868,Chen,day
2024-05-19 00:15:00,P1,PM,2.42,8367,8325,Evan,day
2024-05-22 05:08:00,T2,Breakdown,3.26,289,266,Asha,Day
2024-01-25 09:35:00,P1,PM,0.52,7260,6881,Evan,  Day 
2024-10-21 03:29:00,L9,No issue,0.0,177,153,Asha,Day
2024-09-14 13:32:00,T2,Breakdown,0.49,4638,4331,Ben,Night
2024-04-20 08:21:00,L8,Quality stop,0.51,3892,3482,Asha,Day
2024-11-02 12:24:00,T1,No issue,0.0,6439,5983,Chen,day
2024-05-04 02:19:00,L9,PM,1.07,10945,9666,Diya,Day
2024-07-16 15:16:00,T1,PM,1.09,3399,3143,Diya,NIGHT
2024-08-23 09:26:00,L9,Changeover,1.43,5429,5288,Chen,day
2024-03-06 05:27:00,L8,No issue,0.0,356,332,Diya,Day
2024-12-14 00:02:00,T1,No issue,0.0,7542,6443,Diya,Day
2024-01-10 04:22:00,P1,No issue,0.0,5902,5176,,NIGHT
2024-07-24 12:15:00,P1,PM,0.63,10859,10724,Ben,  Day 
2024-03-04 11:44:00,L8,No issue,0.0,1986,1982,,  Day 
2024-04-07 07:10:00,L9,PM,0.92,11606,10354,Evan,Night
2024-11-05 10:55:00,T1,No issue,0.0,11563,10879,Asha,  Day 
2024-01-13 19:16:00,T1,No issue,0.0,3357,3247,Asha,Night
2024-01-27 16:07:00,L9,Changeover,0.82,11558,11159,Chen,day
2024-07-21 04:51:00,T1,Changeover,3.65,10577,9506,Chen,day
2024-05-23 12:24:00,T1,Quality stop,1.46,9744,8739,Ben,  Day 
